codigo_sku,nome_peca,fabricante,quantidade_estoque,localizacao_corredor,preco_venda
SCR-91409-X,Lâmpada H4 Monroe - Corolla,Monroe,26,COR-17-A,383.57
SCR-63232-X,Vela de Ignição Fram - Onix,Fram,49,COR-14-A,772.06
SCR-90297-A,Vela de Ignição NGK - Fiat Uno,NGK,39,COR-7-B,117.03
SCR-27725-A,Pivô de Suspensão NGK - Onix,NGK,14,COR-15-B,156.19
SCR-85719-X,Bomba d'Água Magneti Marelli - Fiat Uno,Magneti Marelli,33,COR-2-C,1086.15
SCR-87018-A,Palheta Monroe - Corolla,Monroe,76,COR-1-C,163.98
SCR-86701-B,Bateria 60Ah NGK - Palio,NGK,31,COR-8-A,575.19
SCR-54458-A,Junta Homocinética Magneti Marelli - Palio,Magneti Marelli,127,COR-20-C,248.16
SCR-53079-X,Amortecedor NGK - Compass,NGK,78,COR-18-C,759.27
SCR-53072-X,Lâmpada H4 Nakata - Civic,Nakata,81,COR-16-A,76.07
SCR-82274-B,Junta Homocinética Fram - Gol G5,Fram,21,COR-19-B,256.4
SCR-26433-B,Radiador Moura - Civic,Moura,100,COR-8-B,821.65
SCR-94160-A,Vela de Ignição Fram - Compass,Fram,75,COR-12-B,1021.3
SCR-60258-B,Radiador Cofap - Compass,Cofap,108,COR-11-A,894.45
SCR-72888-A,Lâmpada H4 Nakata - Palio,Nakata,96,COR-15-B,1069.16
SCR-95642-A,Pivô de Suspensão Cofap - Palio,Cofap,99,COR-6-A,207.81
SCR-68204-X,Filtro de Óleo NGK - Hilux,NGK,16,COR-15-B,62.77
SCR-37111-A,Palheta Cofap - Onix,Cofap,110,COR-16-A,795.91
SCR-44699-X,Bateria 60Ah Fram - Fiat Uno,Fram,44,COR-15-A,358.77
SCR-52994-X,Bateria 60Ah Fram - Gol G5,Fram,47,COR-12-C,353.44
SCR-41485-B,Cabo de Vela Nakata - HB20,Nakata,118,COR-16-C,461.73
SCR-78075-A,Lâmpada H4 Cofap - Fiat Uno,Cofap,123,COR-7-C,1023.44
SCR-64968-B,Correia Dentada Monroe - Onix,Monroe,128,COR-2-C,408.08
SCR-57731-A,Amortecedor Magneti Marelli - Hilux,Magneti Marelli,71,COR-7-A,1038.74
SCR-66823-A,Pivô de Suspensão NGK - Fiat Uno,NGK,63,COR-10-C,827.1
SCR-35663-X,Filtro de Óleo Magneti Marelli - Gol G5,Magneti Marelli,14,COR-7-C,490.96
SCR-82101-X,Amortecedor NGK - Civic,NGK,130,COR-5-B,686.44
SCR-87004-A,Disco de Freio Fram - Civic,Fram,18,COR-6-B,1058.09
SCR-80556-B,Filtro de Óleo Fram - Compass,Fram,144,COR-17-C,1155.13
SCR-48556-A,Pastilha de Freio Nakata - Civic,Nakata,124,COR-6-B,1180.33
SCR-64922-X,Bomba d'Água Moura - Gol G5,Moura,63,COR-3-A,1142.77
SCR-84178-B,Junta Homocinética Moura - Gol G5,Moura,145,COR-11-B,1017.76
SCR-99967-A,Junta Homocinética NGK - Gol G5,NGK,64,COR-3-B,316.13
SCR-44198-A,Disco de Freio Monroe - Fiat Uno,Monroe,111,COR-5-C,234.38
SCR-93730-A,Bomba d'Água Bosch - Fiat Uno,Bosch,118,COR-2-C,1156.94
SCR-22379-B,Bateria 60Ah NGK - Civic,NGK,139,COR-6-C,307.12
SCR-48313-X,Pivô de Suspensão Nakata - Hilux,Nakata,53,COR-1-A,967.56
SCR-24519-A,Amortecedor Monroe - Onix,Monroe,40,COR-19-C,904.3
SCR-85771-B,Palheta Moura - Gol G5,Moura,7,COR-15-C,859.4
SCR-50306-B,Pivô de Suspensão Fram - Compass,Fram,79,COR-20-C,992.61
SCR-10302-X,Bomba d'Água NGK - Compass,NGK,113,COR-3-C,130.27
SCR-35967-A,Sensor de Oxigênio Nakata - HB20,Nakata,2,COR-17-A,224.55
SCR-52986-X,Bomba d'Água Fram - Palio,Fram,49,COR-1-C,760.51
SCR-89512-A,Pastilha de Freio Cofap - Corolla,Cofap,38,COR-2-B,189.53
SCR-48899-A,Disco de Freio Cofap - Hilux,Cofap,72,COR-5-B,408.97
SCR-34931-A,Sensor de Oxigênio Bosch - Corolla,Bosch,109,COR-2-A,159.38
SCR-95286-B,Correia Dentada Cofap - Hilux,Cofap,50,COR-20-B,514.48
SCR-62506-B,Correia Dentada Moura - Corolla,Moura,105,COR-9-B,754.38
SCR-70759-X,Bomba d'Água Bosch - Onix,Bosch,91,COR-17-B,99.53
SCR-84859-B,Amortecedor Magneti Marelli - Gol G5,Magneti Marelli,28,COR-18-B,204.98
SCR-54677-A,Palheta Bosch - Corolla,Bosch,114,COR-5-C,1136.3
SCR-50660-A,Amortecedor Magneti Marelli - Civic,Magneti Marelli,17,COR-12-A,596.8
SCR-73294-A,Lâmpada H4 Cofap - Onix,Cofap,2,COR-7-C,295.74
SCR-14559-B,Palheta NGK - Civic,NGK,63,COR-7-B,1019.02
SCR-88191-A,Palheta Bosch - Gol G5,Bosch,56,COR-17-B,365.71
SCR-99070-B,Radiador NGK - Civic,NGK,104,COR-13-C,942.52
SCR-17632-X,Lâmpada H4 Cofap - Corolla,Cofap,61,COR-17-C,871.44
SCR-67902-X,Bomba d'Água Magneti Marelli - Corolla,Magneti Marelli,106,COR-9-B,441.37
SCR-48711-A,Bateria 60Ah Fram - Palio,Fram,53,COR-1-C,706.64
SCR-84182-A,Junta Homocinética Nakata - Fiat Uno,Nakata,52,COR-1-B,238.91
SCR-83563-X,Palheta Bosch - Compass,Bosch,111,COR-10-A,589.22
SCR-44216-A,Bomba d'Água Moura - Fiat Uno,Moura,57,COR-20-B,242.71
SCR-10417-X,Correia Dentada NGK - Corolla,NGK,78,COR-16-C,1025.62
SCR-52459-X,Filtro de Óleo NGK - Gol G5,NGK,101,COR-7-A,1027.89
SCR-31571-B,Sensor de Oxigênio Nakata - Civic,Nakata,150,COR-1-A,797.88
SCR-41376-A,Bomba d'Água Nakata - Compass,Nakata,21,COR-18-B,117.71
SCR-89504-A,Sensor de Oxigênio Moura - Hilux,Moura,26,COR-18-A,218.89
SCR-17829-B,Amortecedor Magneti Marelli - Palio,Magneti Marelli,35,COR-4-A,967.42
SCR-81525-B,Radiador Magneti Marelli - Compass,Magneti Marelli,23,COR-5-C,443.6
SCR-89701-A,Palheta NGK - Palio,NGK,45,COR-19-C,255.95
SCR-78133-A,Palheta Fram - Fiat Uno,Fram,93,COR-19-C,769.95
SCR-54724-X,Pastilha de Freio NGK - Civic,NGK,30,COR-20-A,991.47
SCR-56575-X,Filtro de Óleo Magneti Marelli - Fiat Uno,Magneti Marelli,2,COR-3-A,852.12
SCR-81917-X,Junta Homocinética Bosch - Gol G5,Bosch,113,COR-3-B,172.46
SCR-89751-B,Junta Homocinética Cofap - Gol G5,Cofap,132,COR-19-A,206.3
SCR-83912-X,Bomba d'Água Bosch - Compass,Bosch,71,COR-18-A,355.34
SCR-54761-B,Disco de Freio Bosch - Palio,Bosch,101,COR-1-B,858.17
SCR-37349-B,Cabo de Vela Moura - Onix,Moura,149,COR-16-C,107.06
SCR-92604-B,Pastilha de Freio Monroe - Gol G5,Monroe,67,COR-1-C,1085.4
SCR-99801-A,Cabo de Vela Nakata - Compass,Nakata,104,COR-16-C,413.47
SCR-36095-X,Bateria 60Ah NGK - Civic,NGK,70,COR-16-C,833.81
SCR-40048-A,Radiador Monroe - HB20,Monroe,13,COR-9-C,313.03
SCR-52009-X,Correia Dentada NGK - Compass,NGK,33,COR-12-A,971.94
SCR-91709-B,Palheta Bosch - Civic,Bosch,144,COR-12-C,277.47
SCR-33055-X,Amortecedor Cofap - Civic,Cofap,56,COR-12-A,104.16
SCR-15274-X,Bateria 60Ah Bosch - Compass,Bosch,135,COR-20-C,542.52
SCR-49655-B,Radiador Moura - Hilux,Moura,115,COR-2-B,46.59
SCR-41255-A,Vela de Ignição Fram - Gol G5,Fram,17,COR-12-C,790.88
SCR-64572-B,Vela de Ignição Moura - HB20,Moura,55,COR-19-A,884.48
SCR-71415-A,Cabo de Vela Bosch - Civic,Bosch,118,COR-8-C,1008.48
SCR-87839-A,Filtro de Óleo Moura - Civic,Moura,52,COR-12-C,338.8
SCR-21794-X,Pivô de Suspensão Bosch - Civic,Bosch,52,COR-2-B,725.62
SCR-98151-B,Bateria 60Ah Magneti Marelli - Fiat Uno,Magneti Marelli,116,COR-6-C,356.87
SCR-53419-A,Bateria 60Ah Cofap - HB20,Cofap,49,COR-7-B,779.61
SCR-73199-X,Amortecedor Monroe - HB20,Monroe,55,COR-18-B,780.41
SCR-60080-A,Pastilha de Freio Magneti Marelli - Civic,Magneti Marelli,72,COR-15-A,730.17
SCR-87221-X,Radiador Monroe - Fiat Uno,Monroe,1,COR-7-C,200.26
SCR-42698-X,Lâmpada H4 NGK - HB20,NGK,82,COR-9-B,296.66
SCR-48568-X,Palheta Moura - HB20,Moura,60,COR-2-B,1120.68
SCR-58959-A,Radiador Fram - Fiat Uno,Fram,46,COR-12-B,437.33
SCR-26124-X,Disco de Freio Monroe - Onix,Monroe,58,COR-2-A,1168.84
SCR-90754-A,Cabo de Vela Monroe - Corolla,Monroe,143,COR-1-A,297.39
SCR-33860-A,Correia Dentada Monroe - Corolla,Monroe,126,COR-6-B,1036.79
SCR-89942-B,Correia Dentada Fram - Corolla,Fram,5,COR-16-A,636.47
SCR-46118-X,Disco de Freio NGK - Fiat Uno,NGK,59,COR-12-B,701.51
SCR-43910-A,Junta Homocinética Fram - Corolla,Fram,83,COR-9-A,447.4
SCR-31789-B,Sensor de Oxigênio Fram - Hilux,Fram,145,COR-2-B,566.61
SCR-93406-A,Sensor de Oxigênio Monroe - Hilux,Monroe,84,COR-18-A,39.42
SCR-61317-B,Amortecedor Monroe - Hilux,Monroe,56,COR-9-C,166.35
SCR-43106-B,Bateria 60Ah Monroe - Onix,Monroe,24,COR-5-B,1143.77
SCR-31480-B,Vela de Ignição Cofap - Compass,Cofap,38,COR-10-C,40.94
SCR-25773-X,Sensor de Oxigênio Nakata - Civic,Nakata,87,COR-6-C,230.21
SCR-58502-B,Pivô de Suspensão Moura - Onix,Moura,4,COR-8-B,476.89
SCR-19204-B,Palheta Cofap - Onix,Cofap,145,COR-12-B,1071.8
SCR-84913-B,Sensor de Oxigênio Nakata - Civic,Nakata,23,COR-12-C,1191.95
SCR-51632-B,Correia Dentada NGK - Hilux,NGK,89,COR-10-B,954.37
SCR-84777-A,Pivô de Suspensão Cofap - HB20,Cofap,13,COR-12-B,659.54
SCR-39269-A,Cabo de Vela Fram - Onix,Fram,17,COR-7-C,650.73
SCR-92472-A,Pivô de Suspensão Moura - HB20,Moura,32,COR-20-B,238.72
SCR-65408-X,Radiador Cofap - Hilux,Cofap,137,COR-15-C,468.15
SCR-97570-A,Disco de Freio Monroe - Onix,Monroe,102,COR-20-C,455.05
SCR-55534-A,Vela de Ignição NGK - Compass,NGK,94,COR-18-A,699.19
SCR-37554-A,Bateria 60Ah Magneti Marelli - Hilux,Magneti Marelli,56,COR-13-B,109.92
SCR-13723-B,Amortecedor Monroe - Compass,Monroe,20,COR-5-B,699.64
SCR-55914-B,Pastilha de Freio Fram - Hilux,Fram,79,COR-2-B,825.17
SCR-10644-A,Pastilha de Freio Monroe - Corolla,Monroe,35,COR-17-C,121.48
SCR-53558-B,Cabo de Vela Monroe - Fiat Uno,Monroe,51,COR-11-B,810.09
SCR-32822-A,Sensor de Oxigênio Moura - Palio,Moura,101,COR-13-A,238.69
SCR-78944-B,Radiador Magneti Marelli - Corolla,Magneti Marelli,130,COR-20-C,59.51
SCR-31177-B,Pastilha de Freio Magneti Marelli - Fiat Uno,Magneti Marelli,106,COR-13-A,709.15
SCR-75583-B,Correia Dentada Monroe - Civic,Monroe,114,COR-17-A,785.81
SCR-56391-B,Vela de Ignição Bosch - HB20,Bosch,101,COR-18-C,463.05
SCR-85527-A,Cabo de Vela Cofap - Corolla,Cofap,130,COR-7-A,1020.43
SCR-95367-X,Pivô de Suspensão NGK - HB20,NGK,83,COR-17-C,600.77
SCR-79489-X,Pivô de Suspensão Cofap - Palio,Cofap,25,COR-11-B,34.56
SCR-53156-A,Disco de Freio Bosch - Civic,Bosch,28,COR-19-B,772.99
SCR-97202-X,Pastilha de Freio Cofap - Onix,Cofap,80,COR-1-C,1132.25
SCR-45914-A,Junta Homocinética Bosch - Onix,Bosch,94,COR-2-A,140.83
SCR-28030-X,Palheta Magneti Marelli - Onix,Magneti Marelli,21,COR-4-A,668.75
SCR-53146-A,Junta Homocinética Cofap - HB20,Cofap,71,COR-2-B,1102.09
SCR-91502-A,Pivô de Suspensão Monroe - Palio,Monroe,25,COR-13-C,739.75
SCR-36075-B,Bomba d'Água Cofap - Onix,Cofap,66,COR-18-B,55.27
SCR-59789-A,Bateria 60Ah NGK - Palio,NGK,112,COR-9-A,831.48
SCR-61881-A,Pivô de Suspensão NGK - Palio,NGK,8,COR-12-B,988.52
SCR-85178-B,Cabo de Vela Moura - Civic,Moura,47,COR-5-C,728.67
SCR-82673-A,Pivô de Suspensão Moura - HB20,Moura,107,COR-3-B,750.19
SCR-65864-X,Vela de Ignição Fram - Civic,Fram,134,COR-10-C,948.41
SCR-29954-B,Filtro de Óleo Bosch - Gol G5,Bosch,5,COR-7-C,349.42
SCR-58486-B,Junta Homocinética Bosch - Hilux,Bosch,113,COR-7-A,639.66
SCR-30330-A,Bomba d'Água Fram - Palio,Fram,57,COR-6-A,322.54
SCR-53142-B,Cabo de Vela Nakata - Onix,Nakata,140,COR-9-B,1022.14
SCR-89384-A,Filtro de Óleo NGK - Compass,NGK,15,COR-12-A,577.66
SCR-85440-X,Filtro de Óleo Cofap - Onix,Cofap,93,COR-14-B,281.69
SCR-69051-X,Radiador Moura - Fiat Uno,Moura,116,COR-14-C,929.86
SCR-69537-B,Pastilha de Freio NGK - Palio,NGK,97,COR-8-B,760.37
SCR-92280-X,Vela de Ignição Nakata - Fiat Uno,Nakata,103,COR-15-C,1074.99
SCR-77340-B,Bomba d'Água Moura - Corolla,Moura,119,COR-20-A,87.16
SCR-26454-X,Amortecedor Moura - Civic,Moura,6,COR-6-A,552.24
SCR-54268-A,Cabo de Vela Cofap - Compass,Cofap,113,COR-1-A,612.08
SCR-98460-B,Pivô de Suspensão Fram - Onix,Fram,97,COR-11-C,872.4
SCR-47386-X,Cabo de Vela Nakata - Palio,Nakata,120,COR-15-C,64.72
SCR-10867-A,Bateria 60Ah Magneti Marelli - Civic,Magneti Marelli,2,COR-5-A,937.51
SCR-88171-X,Lâmpada H4 Cofap - Compass,Cofap,69,COR-3-B,863.61
SCR-48251-X,Vela de Ignição NGK - Compass,NGK,97,COR-13-C,1060.7
SCR-48047-X,Vela de Ignição Cofap - Compass,Cofap,77,COR-1-B,238.15
SCR-65290-B,Lâmpada H4 Magneti Marelli - Compass,Magneti Marelli,73,COR-11-B,191.39
SCR-99677-X,Lâmpada H4 Magneti Marelli - Civic,Magneti Marelli,98,COR-8-C,248.7
SCR-76610-B,Bateria 60Ah NGK - HB20,NGK,6,COR-17-B,1031.81
SCR-94006-X,Bomba d'Água Fram - Onix,Fram,75,COR-12-B,935.38
SCR-57553-X,Correia Dentada Monroe - Compass,Monroe,83,COR-2-B,971.96
SCR-90885-A,Correia Dentada Fram - Palio,Fram,104,COR-13-B,622.78
SCR-17253-X,Bateria 60Ah Moura - Hilux,Moura,121,COR-19-B,782.8
SCR-30548-A,Vela de Ignição Cofap - Gol G5,Cofap,9,COR-13-C,88.71
SCR-13424-X,Radiador Cofap - Onix,Cofap,51,COR-12-B,463.05
SCR-52798-A,Vela de Ignição NGK - Palio,NGK,24,COR-17-A,235.28
SCR-95513-X,Radiador Cofap - Palio,Cofap,140,COR-2-C,137.01
SCR-69645-B,Pastilha de Freio NGK - Fiat Uno,NGK,93,COR-8-A,739.23
SCR-19720-A,Cabo de Vela Moura - Corolla,Moura,40,COR-1-A,278.24
SCR-53059-B,Bomba d'Água Magneti Marelli - Compass,Magneti Marelli,17,COR-9-A,524.98
SCR-64480-X,Bateria 60Ah Bosch - Corolla,Bosch,76,COR-11-A,1015.64
SCR-40962-A,Palheta Nakata - Gol G5,Nakata,10,COR-12-C,683.91
SCR-69192-B,Vela de Ignição Cofap - Hilux,Cofap,54,COR-13-B,956.35
SCR-49159-A,Filtro de Óleo Nakata - Corolla,Nakata,37,COR-20-C,1156.89
SCR-70210-B,Amortecedor Cofap - Fiat Uno,Cofap,144,COR-7-B,590.11
SCR-79551-X,Correia Dentada NGK - Gol G5,NGK,100,COR-10-C,860.34
SCR-89671-A,Palheta Monroe - Corolla,Monroe,95,COR-11-B,1118.14
SCR-87751-A,Palheta Bosch - Hilux,Bosch,98,COR-14-A,529.21
SCR-74746-B,Amortecedor Nakata - Gol G5,Nakata,69,COR-14-B,654.71
SCR-38480-A,Filtro de Óleo Bosch - Palio,Bosch,26,COR-1-C,1103.57
SCR-48223-X,Sensor de Oxigênio NGK - Corolla,NGK,25,COR-9-C,799.31
SCR-92061-A,Correia Dentada Magneti Marelli - HB20,Magneti Marelli,100,COR-11-C,761.82
SCR-42559-X,Pastilha de Freio NGK - Palio,NGK,55,COR-12-A,537.93
SCR-68554-B,Sensor de Oxigênio Magneti Marelli - Fiat Uno,Magneti Marelli,28,COR-8-A,1163.31
SCR-12304-X,Correia Dentada Magneti Marelli - Fiat Uno,Magneti Marelli,122,COR-4-C,798.25
SCR-79912-X,Pastilha de Freio Nakata - Corolla,Nakata,13,COR-9-A,428.36
SCR-68390-A,Filtro de Óleo Cofap - Onix,Cofap,27,COR-19-C,1113.41
SCR-24342-A,Bomba d'Água NGK - HB20,NGK,56,COR-18-C,776.09
SCR-96261-B,Bateria 60Ah Moura - Palio,Moura,94,COR-8-B,1039.41
SCR-16768-B,Pivô de Suspensão Monroe - Onix,Monroe,9,COR-2-B,618.28
SCR-64982-A,Amortecedor Nakata - Compass,Nakata,137,COR-6-C,568.82
SCR-19828-A,Vela de Ignição Moura - HB20,Moura,101,COR-7-A,1195.19
SCR-93172-B,Disco de Freio NGK - Hilux,NGK,24,COR-9-C,641.69
SCR-88533-A,Correia Dentada Nakata - Corolla,Nakata,113,COR-1-C,895.07
SCR-37587-A,Pivô de Suspensão Magneti Marelli - Compass,Magneti Marelli,147,COR-16-C,1029.9
SCR-45760-X,Filtro de Óleo Monroe - Hilux,Monroe,17,COR-1-A,217.85
SCR-34733-A,Filtro de Óleo Cofap - Compass,Cofap,56,COR-9-B,372.18
SCR-77983-X,Disco de Freio Cofap - Palio,Cofap,137,COR-12-C,383.25
SCR-39675-X,Correia Dentada Fram - Compass,Fram,53,COR-12-C,787.2
SCR-48350-A,Pastilha de Freio Bosch - Fiat Uno,Bosch,70,COR-18-B,67.2
SCR-63454-X,Radiador Magneti Marelli - Civic,Magneti Marelli,11,COR-11-C,565.32
SCR-69108-X,Pastilha de Freio Nakata - Gol G5,Nakata,109,COR-11-A,919.4
SCR-39847-A,Correia Dentada Bosch - Hilux,Bosch,109,COR-5-C,420.3
SCR-84147-X,Palheta Bosch - Corolla,Bosch,116,COR-6-B,262.45
SCR-80265-A,Bateria 60Ah Nakata - Onix,Nakata,51,COR-19-C,925.69
SCR-28862-A,Sensor de Oxigênio Magneti Marelli - Fiat Uno,Magneti Marelli,70,COR-14-C,528.95
SCR-37477-B,Pastilha de Freio Fram - Fiat Uno,Fram,44,COR-13-B,1050.91
SCR-85121-A,Palheta NGK - Civic,NGK,53,COR-11-C,605.52
SCR-13055-A,Junta Homocinética Fram - Palio,Fram,43,COR-19-B,254.33
SCR-90052-X,Pivô de Suspensão Cofap - Hilux,Cofap,126,COR-17-C,153.54
SCR-39087-B,Lâmpada H4 Monroe - Gol G5,Monroe,63,COR-5-C,220.08
SCR-18431-A,Filtro de Óleo Moura - Civic,Moura,149,COR-7-C,740.77
SCR-62450-B,Palheta Cofap - Gol G5,Cofap,72,COR-10-A,581.39
SCR-75765-A,Disco de Freio Monroe - Civic,Monroe,121,COR-10-A,522.75
SCR-40404-A,Junta Homocinética Monroe - Corolla,Monroe,52,COR-12-B,125.15
SCR-70168-B,Junta Homocinética Fram - Civic,Fram,91,COR-5-C,596.39
SCR-61367-X,Pastilha de Freio NGK - Hilux,NGK,100,COR-16-B,376.97
SCR-88103-X,Vela de Ignição Cofap - Hilux,Cofap,140,COR-3-B,1187.88
SCR-22199-A,Amortecedor Magneti Marelli - HB20,Magneti Marelli,95,COR-5-B,463.69
SCR-36347-B,Bomba d'Água Fram - HB20,Fram,102,COR-3-C,460.39
SCR-41147-B,Disco de Freio Monroe - Palio,Monroe,65,COR-4-C,497.72
SCR-39379-A,Radiador Monroe - Fiat Uno,Monroe,36,COR-13-A,259.31
SCR-22162-B,Amortecedor Magneti Marelli - Onix,Magneti Marelli,81,COR-15-A,968.73
SCR-36171-A,Correia Dentada Magneti Marelli - Civic,Magneti Marelli,58,COR-17-B,1123.86
SCR-79906-B,Palheta Monroe - Gol G5,Monroe,118,COR-18-C,1193.21
SCR-12436-A,Bateria 60Ah NGK - Palio,NGK,142,COR-8-A,1175.93
SCR-71168-X,Junta Homocinética NGK - Onix,NGK,77,COR-7-C,64.76
SCR-73141-B,Pastilha de Freio Moura - Corolla,Moura,50,COR-18-A,806.74
SCR-20595-X,Lâmpada H4 Fram - Corolla,Fram,93,COR-5-A,1051.61
SCR-16007-B,Pivô de Suspensão NGK - Palio,NGK,147,COR-17-A,1176.33
SCR-44187-X,Pivô de Suspensão Moura - Palio,Moura,77,COR-3-C,217.16
SCR-51596-A,Bateria 60Ah Nakata - Fiat Uno,Nakata,72,COR-2-B,656.69
SCR-99049-B,Pastilha de Freio NGK - Compass,NGK,135,COR-3-B,408.69
SCR-14551-X,Bomba d'Água Nakata - Hilux,Nakata,128,COR-14-B,916.82
SCR-30717-A,Junta Homocinética Fram - Gol G5,Fram,65,COR-6-B,100.74
SCR-95355-A,Bomba d'Água Monroe - Corolla,Monroe,120,COR-16-C,740.36
SCR-76334-X,Lâmpada H4 Monroe - Fiat Uno,Monroe,6,COR-2-B,997.47
SCR-64109-A,Palheta Moura - Gol G5,Moura,16,COR-19-A,434.78
SCR-67866-A,Sensor de Oxigênio Moura - Onix,Moura,116,COR-11-C,649.78
SCR-25557-X,Sensor de Oxigênio Nakata - Hilux,Nakata,81,COR-5-B,323.22
SCR-58162-A,Pastilha de Freio Monroe - Corolla,Monroe,7,COR-9-C,881.74
SCR-62703-A,Palheta Bosch - HB20,Bosch,145,COR-9-A,882.8
SCR-57389-B,Disco de Freio Monroe - HB20,Monroe,107,COR-8-B,233.0
SCR-73298-X,Amortecedor Magneti Marelli - Fiat Uno,Magneti Marelli,39,COR-9-A,374.92
SCR-80524-A,Correia Dentada Monroe - Onix,Monroe,126,COR-10-A,84.2
SCR-46003-X,Cabo de Vela Monroe - Gol G5,Monroe,104,COR-14-C,714.71
SCR-29913-X,Radiador Monroe - Fiat Uno,Monroe,38,COR-15-B,603.2
SCR-23078-X,Cabo de Vela Magneti Marelli - Hilux,Magneti Marelli,149,COR-9-C,921.48
SCR-83783-B,Correia Dentada Magneti Marelli - Palio,Magneti Marelli,10,COR-4-C,925.27
SCR-18914-X,Correia Dentada Fram - HB20,Fram,120,COR-2-C,336.62
SCR-43738-B,Bateria 60Ah Fram - Onix,Fram,91,COR-7-C,1107.08
SCR-13917-B,Pastilha de Freio Monroe - Onix,Monroe,13,COR-3-C,797.94
SCR-76789-X,Sensor de Oxigênio Monroe - Compass,Monroe,98,COR-20-B,1152.15
SCR-87412-X,Radiador NGK - Hilux,NGK,75,COR-6-A,652.47
SCR-48809-X,Lâmpada H4 Bosch - Fiat Uno,Bosch,50,COR-16-A,495.07
SCR-31335-X,Vela de Ignição Bosch - Gol G5,Bosch,16,COR-13-A,1071.1
SCR-11481-B,Bateria 60Ah NGK - Corolla,NGK,86,COR-10-C,1035.72
SCR-23759-B,Pivô de Suspensão Bosch - HB20,Bosch,103,COR-5-A,365.98
SCR-35448-X,Bateria 60Ah NGK - Corolla,NGK,73,COR-2-C,852.11
SCR-40639-B,Sensor de Oxigênio Cofap - Fiat Uno,Cofap,116,COR-19-C,776.96
SCR-97851-B,Bomba d'Água Bosch - Hilux,Bosch,109,COR-17-A,869.73
SCR-36950-A,Bomba d'Água Moura - Civic,Moura,57,COR-11-B,113.25
SCR-90359-B,Sensor de Oxigênio Cofap - Civic,Cofap,94,COR-20-C,1006.1
SCR-55396-X,Junta Homocinética Fram - Gol G5,Fram,50,COR-3-A,818.2
SCR-27797-B,Sensor de Oxigênio Moura - Compass,Moura,117,COR-5-C,957.47
SCR-47006-X,Palheta Magneti Marelli - Hilux,Magneti Marelli,120,COR-11-C,1139.31
SCR-51887-A,Pastilha de Freio Cofap - Gol G5,Cofap,87,COR-16-C,591.3
SCR-66433-A,Pivô de Suspensão Cofap - Civic,Cofap,60,COR-16-A,635.16
SCR-98175-B,Junta Homocinética Magneti Marelli - Hilux,Magneti Marelli,66,COR-2-A,677.98
SCR-16835-X,Pivô de Suspensão Magneti Marelli - Onix,Magneti Marelli,118,COR-4-C,770.26
SCR-78689-A,Disco de Freio Fram - Civic,Fram,119,COR-16-B,880.76
SCR-84684-X,Radiador Nakata - Compass,Nakata,4,COR-14-A,121.94
SCR-86707-A,Disco de Freio Fram - Corolla,Fram,145,COR-13-C,385.55
SCR-48507-X,Correia Dentada Magneti Marelli - Gol G5,Magneti Marelli,121,COR-8-C,557.62
SCR-11668-B,Vela de Ignição NGK - Civic,NGK,104,COR-10-A,1107.58
SCR-18101-A,Junta Homocinética Monroe - Gol G5,Monroe,97,COR-10-C,1135.32
SCR-57297-A,Cabo de Vela Fram - HB20,Fram,20,COR-16-C,262.25
SCR-36518-A,Bateria 60Ah Cofap - Palio,Cofap,33,COR-6-C,450.69
SCR-95910-B,Radiador Monroe - HB20,Monroe,94,COR-10-A,370.02
SCR-37000-X,Cabo de Vela Nakata - Onix,Nakata,129,COR-9-B,689.37
SCR-30824-X,Pivô de Suspensão Moura - Civic,Moura,99,COR-17-A,271.44
SCR-37739-A,Bomba d'Água Magneti Marelli - Gol G5,Magneti Marelli,101,COR-19-A,941.72
SCR-79796-X,Disco de Freio Bosch - Civic,Bosch,69,COR-1-C,594.45
SCR-14784-A,Pivô de Suspensão NGK - Civic,NGK,80,COR-20-B,725.5
SCR-90928-B,Cabo de Vela Cofap - Onix,Cofap,72,COR-8-B,473.41
SCR-95303-B,Lâmpada H4 Moura - Hilux,Moura,80,COR-12-A,156.44
SCR-30680-X,Sensor de Oxigênio Cofap - HB20,Cofap,101,COR-17-C,783.02
SCR-40421-X,Pivô de Suspensão Monroe - Gol G5,Monroe,129,COR-9-B,86.08
SCR-45195-X,Palheta Fram - Compass,Fram,85,COR-11-C,191.52
SCR-90325-A,Correia Dentada NGK - Palio,NGK,144,COR-6-B,427.41
SCR-95632-X,Disco de Freio Moura - Fiat Uno,Moura,41,COR-16-B,1046.72
SCR-15338-B,Lâmpada H4 Nakata - HB20,Nakata,0,COR-19-A,1095.48
SCR-14789-B,Lâmpada H4 Monroe - Compass,Monroe,0,COR-5-A,906.73
SCR-57360-B,Disco de Freio Bosch - Corolla,Bosch,86,COR-7-A,1107.69
SCR-92550-B,Radiador Magneti Marelli - HB20,Magneti Marelli,87,COR-8-B,294.82
SCR-11930-X,Disco de Freio Monroe - Compass,Monroe,58,COR-8-C,756.18
SCR-14855-A,Disco de Freio Magneti Marelli - Corolla,Magneti Marelli,22,COR-15-C,241.62
SCR-67044-A,Bateria 60Ah NGK - Fiat Uno,NGK,129,COR-19-B,683.22
SCR-97597-B,Lâmpada H4 Bosch - Compass,Bosch,148,COR-4-B,997.05
SCR-31800-B,Bateria 60Ah Nakata - Palio,Nakata,37,COR-15-A,376.84
